Titre du poste,Entreprise,Secteur d'activite,Localisation geographique,Competences requises,Niveau d'experience requis,Type de contrat,Date de publication,URL source de l'offre
Superviseur retouche technique – secteur automobil,Confidentiel,Industrie / Ingénierie / Energie,Kénitra,"- bac+2 / bac+3 en mecanique, electromecanique ou equivalent - experience de 3 a 5 ans dans un poste similaire, idealement en retouche/qualite automobile - bonne maitrise des process qualite et des outils de diagnostic - experience en management dequipe - rigueur, reactivite et sens du detail - capacite a travailler sous pression","de 3 a 5 ans dans un poste similaire, idealement en retouche/qualite automobile - bonne maitrise des process qualite et des outils de diagnostic - experience en management dequipe - rigueur, reactivite et sens du detail - capacite a travailler sous pression",CDI,28 Apr-14:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371052/Superviseur-Retouche-Technique-–-Secteur-Automobil.html
Chef de chantier btp expérimenté (h/f) – avec équi,Atelier Reyad,Construction / Btp,Casablanca,,"+10 ans en btp (projets publics et prives) - capacite a gerer une equipe remuneration : 10 000 a 15 000 dh, negociable selon experience et profil localisation : casablanca -maroc",CDI,28 Apr-14:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10364809/Chef-de-Chantier-BTP-expérimenté-(HF)-–-Avec-équi.html
Chef de projet-technicien génie civil,Atelier Reyad,Construction / Btp,Casablanca,,"+10 ans en btp remuneration : 8 000 a 12 000 dh, negociable selon experience localisation : casablanca-maroc",CDI,28 Apr-14:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10364808/Chef-de-projet-technicien-génie-civil.html
Chargé(e) de clientèle – transport international,Confidentiel,Transport / Achat / Logistique,Tanger,"- maitrise du francais et de langlais (ecrit et oral) - excellent relationnel et sens de la communication - esprit dequipe et sens de lorganisation - dynamique, sociable et oriente(e) satisfaction client - experience dans une societe de transport international est un plus poste base a tanger",dans une societe de transport international est un plus poste base a tanger,CDI,28 Apr-14:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361396/Chargé(e)-de-clientèle-–-Transport-international.html
Superviseur d’activité – secteur automobile,Confidentiel,Industrie / Ingénierie / Energie,Kénitra,"en management dequipe - sens de lorganisation, rigueur et reactivite - bon relationnel et capacite a gerer la pression","de 3 a 5 ans dans un poste similaire, idealement dans le secteur automobile",CDI,28 Apr-14:51,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371048/Superviseur-d’Activité-–-Secteur-Automobile.html
Agent contrôle qualité,Société Industriel,Industrie / Ingénierie / Energie,Kénitra,formation : bac+2 ou bac+3 technique (construction metallique ou traitement de surface) ; bonne maitrise de la langue francaise et des outils informatiques ; bonne maitrise des outils qualite ; experience : minimum 1 an dans le secteur industriel ; disponibilite : immediate.,minimum 1 an dans le secteur industriel ; disponibilite : immediate.,A discuter,28 Apr-14:50,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370190/Agent-Contrôle-qualité.html
Infirmier(e) polyvalent(e) en hémodialyse,Centre d'Hémodialyse Ain Aouda,Santé / Médical,Tout le Maroc,- bac+3 avec une experience de 3 ans - excellentes aptitudes relationnelles - capacite a gerer les situations difficiles - ponctualite - l'hygiene et la securite des patients. merci denvoyer vos candidatures par mail via ce site marocannonces,"minimale de 3 ans, pour rejoindre notre equipe et assurer les responsabilites liees a ce poste.",A discuter,28 Apr-14:50,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367015/Infirmier(e)-polyvalent(e)-en-Hémodialyse.html
Responsable des appels d’offres et achats,confidentiel,Accueil / Secrétariat / Administration,Rabat,"formation bac+4/5 en management, gestion, ou equivalent experience obligatoire de plus de 6 ans dans un poste similaire bonne connaissance des marches publics et prives excellentes capacites redactionnelles et analytiques sens de la negociation et de lorganisation maitrise des outils bureautiques",obligatoire de plus de 6 ans dans un poste similaire bonne connaissance des marches publics et prives excellentes capacites redactionnelles et analytiques sens de la negociation et de lorganisation maitrise des outils bureautiques,CDI,28 Apr-14:50,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362195/Responsable-des-Appels-d’Offres-et-Achats.html
Commercial terrain (h/f),TOPOTRADE,Construction / Btp,Casablanca,bac+2 ou plus en commerce ou equivalent experience en vente terrain souhaitee bon relationnel et sens de negociation bonne communication autonomie et esprit de resultat nous offrons,en vente terrain souhaitee bon relationnel et sens de negociation bonne communication autonomie et esprit de resultat nous offrons,CDI,28 Apr-14:50,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361391/Commercial-Terrain-(HF).html
Technicien opérationnel - kenitra,Confidentiel,Industrie / Ingénierie / Energie,Kénitra,"- bac+2 en maintenance industrielle, mecanique, electromecanique ou equivalent - une premiere experience dans le secteur automobile est fortement souhaitee - bonne connaissance des equipements industriels - esprit danalyse, reactivite et sens des responsabilites - capacite a travailler en equipe","dans le secteur automobile est fortement souhaitee - bonne connaissance des equipements industriels - esprit danalyse, reactivite et sens des responsabilites - capacite a travailler en equipe",CDI,28 Apr-14:49,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371044/Technicien-opérationnel-Kenitra.html
Chauffeur permis eb ( engins & remorque ),Multinational,Industrie / Ingénierie / Energie,Casablanca,"- permis eb obligatoire - experience confirmee en conduite de camions avec remorque - experience souhaitee dans : - depanneuse - camion grue - remorque (groupe electrogene ou autres equipements) - bonne maitrise des techniques de chargement et dechargement - sens des responsabilites, autonomie et rigueur lieu : casablanca type de",dans le transport et la manipulation dengins.,CDI,28 Apr-14:49,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371043/Chauffeur-Permis-EB-(-Engins-et-Remorque-).html
Candidature spontanée,Es Saadi Marrakech Resort,Tourisme / Hôtellerie / Restauration,Marrakech,,,CDI,28 Apr-14:48,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371039/Candidature-Spontanée.html
Infirmiere medicale,LABORATOIRE ANALYSES MEDICALES,Biologie / Chimie / Pharmaceutique,Marrakech,,exigee maitrise de la prise de sang,CDI,28 Apr-14:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368497/INFIRMIERE-MEDICALE.html
Technicien de laboratoire experimente,LABORATOIRE ANALYSES MEDICALES,Santé / Médical,Marrakech,,3ans minimum maitrise de toutes les paillasses poste sur marrakech,CDI,28 Apr-14:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368495/TECHNICIEN-DE-LABORATOIRE-EXPERIMENTE.html
Ingénieur qa (cypress)– 2 ans d’expérience minimum,ALTER IPSO,Informatique / Multimédia / Internet,Marrakech,"requises - experience obligatoire en automatisation de tests e2e avec cypress - maitrise obligatoire de git (gestion de versions, branches, merge, pull request) - bonne maitrise de docker (pull, push, execution de commandes shell) - connaissances solides en sql (requetes, validation de donnees) - experience en environnement saas avec cycles de deploiement frequents - familiarite avec aws (ec2) - aisance avec ssh et les environnements linux - experience avec les pipelines ci/cd, notamment github actions (yaml) - maitrise doutils de test dapi (postman, bruno ou equivalent) - excellentes","obligatoire en automatisation de tests e2e avec cypress - maitrise obligatoire de git (gestion de versions, branches, merge, pull request) - bonne maitrise de docker (pull, push, execution de commandes shell) - connaissances solides en sql (requetes, validation de donnees) - experience en environnement saas avec cycles de deploiement frequents - familiarite avec aws (ec2) - aisance avec ssh et les environnements linux - experience avec les pipelines ci/cd, notamment github actions (yaml) - maitrise doutils de test dapi (postman, bruno ou equivalent) - excellentes",CDI,28 Apr-14:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367791/Ingénieur-QA-(Cypress)–-2-ans-d’expérience-minimum.html
Assistante commerciale/administrative,TOPOTRADE,Accueil / Secrétariat / Administration,Casablanca,"- bonne presentation et sens du relationnel - travail sous pression - bonne maitrise informatique (excel, word, email) - sens de lorganisation et autonomie - experience souhaitee dans un poste similaire nous offrons",souhaitee dans un poste similaire nous offrons,CDI,28 Apr-14:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367786/ASSISTANTE-COMMERCIALEADMINISTRATIVE.html
Enseignante francais primaire,GROUPE SCOLAIRE TRILINGUE ANFA,Education / Social / Petite Enfance,Casablanca,,"s ou plus vous maitrisez le francais dans le cadre de son enseignement. vous avez des qualites dadaptation aux differents temperament des eleves. vous etes capable de creer une atmosphere dapprentissage positive afin dinciter les eleves a penser et agir de maniere autonome. vous faites preuve dempathie et dune grande capacite a communiquer et transmettre. vous mettez en place des activites ludiques et creatives pour favoriser les apprentissages. vous maitrisez les outils informatiques (du type word, excel et powerpoint) et etes a laise pour travailler dans un environnement numerique.",CDI,28 Apr-14:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366259/ENSEIGNANTE-FRANCAIS-PRIMAIRE.html
Aide comptable,Artser maroc,Comptabilité / Gestion / Audit,Casablanca,,,CDI,28 Apr-14:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366243/Aide-comptable.html
Offre de stage – administration & informatique,Cabinet d’administration et de gestion,Accueil / Secrétariat / Administration,Casablanca,- age : entre 20 et 25 ans - niveau detudes : a partir du niveau baccalaureat (bac ou plus),"25 ans - niveau detudes : a partir du niveau baccalaureat (bac ou plus) - formation en administration, gestion ou informatique",Stage,28 Apr-14:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362172/Offre-de-stage-–-Administration-et-Informatique.html
réceptionniste restaurant,,Accueil / Secrétariat / Administration,Marrakech,,,,28 Apr-14:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361331/Réceptionniste-Restaurant.html
Chargé(e) d’approvisionnement,AKSAM,Transport / Achat / Logistique,Casablanca,"diplome bac+3 en logistique, gestion ou equivalent 1ere experience souhaitee bon niveau en informatique (maitrise des outils bureautiques et systemes de gestion type erp) sens de lorganisation, rigueur et reactivite bon esprit dequipe et capacite de coordination","souhaitee bon niveau en informatique (maitrise des outils bureautiques et systemes de gestion type erp) sens de lorganisation, rigueur et reactivite bon esprit dequipe et capacite de coordination",A discuter,28 Apr-14:40,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10365402/Chargé(e)-d’approvisionnement.html
Commercial terrain maroc,MAXAB,Commercial / Vente,Tout le Maroc,,,A discuter,28 Apr-14:40,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10365400/Commercial-Terrain-Maroc.html
Declarant en douane,entreprise,Entreprise / Import / Export,Casablanca,"bac+5 avec experience de 3 a 5 ans en tant que declarant(e) en douane. maitrise du systeme badr et bonne connaissance de la reglementation douaniere marocaine. sens de lorganisation, rigueur et reactivite. excellentes capacites de communication et esprit dequipe.","de 3 a 5 ans en tant que declarant(e) en douane. maitrise du systeme badr et bonne connaissance de la reglementation douaniere marocaine. sens de lorganisation, rigueur et reactivite. excellentes capacites de communication et esprit dequipe.",CDI,28 Apr-14:40,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10363815/DECLARANT-EN-DOUANE.html
